* DEMO HOTELS
* Data was loaded from the application "Sample Hotel Search" on the day 2013-05-25 from a
* resource: http://api.hotelsbase.org/search.php?longitude=14.421138&latitude=50.087533
*
* License (http://api.hotelsbase.org/documentation.php):
* Each page that uses hotelsbase data must link to hotelsbase.org, in any many you choose.
* Hotelsbase (http://www.hotelbase.org/) is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.
* Creative Commons License

NAME;NOTE;CITY;STREET;PHONE;STARS;HOME_PAGE;PRICE;ACTIVE
Pavillon Italie;a Hotel in Le Kremlin-Bicetre,Île-de-France,France.;-21;1-3 Rue Elisee Reclus; +33 1 47 26 16 66;3;http://www.hiexpress.com;75;true
Arcadie Montparnasse;a Hotel in Paris,Île-de-France,France.;-21;71 Avenue Du Maine;01 43 20 91 11;3;http://en.hotel-paris-arcadie.com/;76;true
Auriane Porte de Versailles;a Hotel in Paris,Île-de-France,France.;-21;60 Rue Olivier De Serres;01 45 32 44 33;3;http://aurianeparishotel.com/;76;true
BEST WESTERN Parc des Expos;a Hotel in Malakoff,Île-de-France,France.;-21;122 Avenue Pierre Brossolette;;3;http://www.bestwestern.com/reservations/hotels.asp?country=fr;76;true
Grand Hotel De Paris;a Hotel in Paris,Île-de-France,France.;-21;72 Boulevard De Strasbourg; +33 1 46 07 40 56;3;http://www.grand-hotel-dore.com;76;true
Hotel des Olympiades;a Hotel in Paris,Île-de-France,France.;-21;22 Square Clignancourt; +33 1 46 06 65 91;1;http://www.hoteldesolympiades.com;38;true
Hotel du Plat dEtain;a Hotel in Paris,Île-de-France,France.;-21;69 Rue Meslay; +33 1 42 78 04 04;3;http://www.hotelplatdetain.com;76;true
Richard Hostel Paris;a Hostel in Paris,Île-de-France,France.;-21;35 rue Richard Lenoir;+33 (0)1 43 79 39 98;1;http://www.fasthostels.fr;38;true
Mercure Paris Porte de Pantin;a Hotel in Pantin,Île-de-France,France.;-21;22 Avenue Jean Lolive;48916600;4;http://www.mercure.com/gb/hotel-2799-mercure-paris-porte-de-pantin/index.shtml;96;true
Abrial Hotel;a Hotel in Paris,Île-de-France,France.;-21;176 Rue Cardinet;+33 (0)1 42 63 50;3;http://www.abrial.fr/fr/index.php;77;true
Arcantis Hotel Frochot;a Hotel in Paris,Île-de-France,France.;-21;3 Rue Frochot;33-1-42853166;3;http://arcantisfrochothotelparis.priorguest.com/it;77;true
Caravelle Opera Hotel;a Hotel in Paris,Île-de-France,France.;-21;68 Rue des Martyrs;33(0)1 48 78 43 31;3;http://www.caravelle-paris-hotel.com/;77;true
Du Casino;a Hotel in Paris,Île-de-France,France.;-21;41 Rue De Clichy;08 926 98 926;3;http://www.casinodeparis.fr/;77;true
Hotel Median Paris Congres;a Hotel in Paris,Île-de-France,France.;-21;6-8 Boulevard De Douaumont;+33 (0)1 47 56 04;3;http://www.medianhotels.com/hotel-median-paris-congres;77;true
Hotel Porte de Versailles;a Hotel in Paris,Île-de-France,France.;-21;11 Boulevard Victor;;3;http://parisportedeversailles.medianhotels.com/;77;true
Hotel Saint-Louis Bastille;a Hotel in Paris,Île-de-France,France.;-21;114 Boulevard Richard Lenoir; +33 1 43 38 29 29;3;http://www.saintlouisbastille.com;77;true
Timhotel Berthier Paris XVII;a Hotel in Paris,Île-de-France,France.;-21;4 Boulevard Berthier;01 46 27 10 00;3;http://www.timhotel-berthier.com/gb/index_gb.html;77;true
Abricotel Hotel;a Hotel in Paris,Île-de-France,France.;-21;15 Rue Lally Tollendal;02459002;2;http://www.abricotel.fr/;58;true
Hotel Villa du Maine;a Hotel in Paris,Île-de-France,France.;-21;20 Rue Ledion; +33 1 45 42 33 29;2;http://hotel-villa-du-maine-paris.com;58;true
Tamaris Hotel Paris;a Hotel in Paris,Île-de-France,France.;-21;14 Rue Des Maraichers;01855812;2;http://www.hotel-tamaris.fr/;58;true
Hotel Pacific;a Hotel in Paris,Île-de-France,France.;-21;70 rue du chateau deau,; +33 1 47 70 07 91;3.5;http://hotelpacific.fr;87;true
Washington Paris Hotel;a Hotel in Paris,Île-de-France,France.;-21;43 Rue Washington;33 (0)1 49 53 94 4;4;http://www.hotelwashingtonparis.com/;97;true
Grand Hotel Voltaire;a Hotel in Paris,Île-de-France,France.;-21;150 Boulevard Voltaire,; +33 1 43 79 07 12;4.0;http://www.grandhotelvoltaire.com;97;true
Hotel Manet;a Hotel in Paris,Île-de-France,France.;-21;15 Rue Edouard Manet,; +33 1 47 83 21 35;4.5;http://www.mayet.com;107;true
Etap Hotel Paris Porte De Montmartre;a Hotel in Paris,Île-de-France,France.;-21;45 Rue Du Docteur Babinski;;3;http://www.etaphotel.com/gb/home/index.shtml;78;true
TIMHOTEL Paris Gare De Lyon;a Hotel in Paris,Île-de-France,France.;-21;1 Bis Rue D Austerlitz;123456789101112131;3;http://www.timhotel.com/fr/nos-hotels-details/12-timhotel-nation.htm;78;true
Hotel de Belfort;a Hotel in Paris,Île-de-France,France.;-21;22 rue de Belfort,; +33 1 47 00 67 33;3.5;http://www.hotelbelfortparis.com;88;true
Villa Pantheon Paris;a Hotel in Paris,Île-de-France,France.;-21;41 Rue Des Ecoles;3741837-1;4;http://www.villa-pantheon.com/EN/;98;true
Ajiel Hotel;a Hotel in Paris,Île-de-France,France.;-21;237 Rue De La Convention;33 1 55 76 31 31;2;http://www.ajiel-hotel-paris.com/;59;true
Belambra Clubs - Magendie;a Hotel in Paris,Île-de-France,France.;-21;2/4 rue Magendie (corner 6 rue Corvisart);;2;http://www.belambra.fr/;59;true
Aberotel Montparnasse;a Hotel in Paris,Île-de-France,France.;-21;24 Rue Blomet;+33 (0) 1 40 61 70;3;http://www.aberotelparishotel.com/;79;true
Hotel Ariane Montparnasse;a Hotel in Paris,Île-de-France,France.;-21;35 Rue De La Sabliere;01 45 45 67 13;3;http://www.ariane-montparnasse-paris.com/;79;true
Hotel Baldi Paris;a Hotel in Paris,Île-de-France,France.;-21;42 Boulevard Garibaldi;+ 33 01 47 83 20 1;3;http://baldi-paris-hotel.com/;79;true
Kyriad Arcueil Cachan;a Hotel in Cachan,Île-de-France,France.;-21;23 Avenue Carnot;+33 1 46 63 82 82;3;http://www.kyriad-arcueil-cachan.fr/;79;true
Moulin Plaza Hotel;a Hotel in Paris,Île-de-France,France.;-21;39 Rue Pierre Fontaine;13941376135901;3;http://moulinplaza.com/;79;true
Paris Hotel;a Hotel in Paris,Île-de-France,France.;-21;23 Rue Henry Monnier;301546-311;3;http://paris-france-hotel.com/;79;true
Timhotel;a Hotel in Hauts-de-Seine,Île-de-France,France.;-21;14, rue Dagobert,; +33 1 44 23 22 02;3.5;http://www.amhotelitalie.com;89;true
Villa Madame;a Hotel in Paris,Île-de-France,France.;-21;44 Rue Madame;+33 (0)1 45 48 02;4;http://hotelvillamadameparis.com/;99;true
Au Royal Mad;a Hotel in Paris,Île-de-France,France.;-21;68 rue Sedaine 11. Bastille - République;+612 9240 3000;1.5;http://merivale.com.au/;50;true
Baldaquin Hotel;a Hotel in Paris,Île-de-France,France.;-21;16 Rue Caroline;;3;http://hotel-baldaquin-excelsior-paris.com/index.htm;80;true
BEST WESTERN Bretagne Montparnasse;a Hotel in Paris,Île-de-France,France.;-21;33 Rue Raymond Losserand;835503898884;4;http://www.bretagne-paris-hotel.com;100;true
BEST WESTERN Opera Batignolles;a Hotel in Paris,Île-de-France,France.;-21;165 Rue De Rome;(123) 456-7890;4;http://www.hotel-opera-batignolles.com;100;true
Hotel Balladins Paris La Villette;a Hotel in Paris,Île-de-France,France.;-21;219 Rue Crimee;;2;http://www.balladins.com/;60;true
Hotel Glasgow Monceau;a Hotel in Paris,Île-de-France,France.;-21;3 Rue De La Felicite;+33 1 42 27 93 95;3;http://hotel-glasgow.com/;80;true
Kyriad Villeneuve la Garenne;a Hotel in Villeneuve-la-Garenne,Île-de-France,France.;-21;80 Boulevard Charles De Gaulle;+33 1 47 99 56 00;3;http://www.kyriad-villeneuve-la-garenne.fr/fr/index.aspx;80;true
Mirific Opera Hotel Paris;a Hotel in Paris,Île-de-France,France.;-21;119 Avenue de Clichy;;3;http://www.hotel-mirific-paris.com/Mirific_Opera_Hotel_Facilities_en.html;80;true
Nouvel Hotel Paris 18;a Hotel in Paris,Île-de-France,France.;-21;86 Rue Myrha; +33 1 42 64 27 93;2;http://www.parishotels.com/;60;true
Timhotel Place dItalie-Butte aux Cailles;a Hotel in Paris,Île-de-France,France.;-21;22 Rue Barrault;123456789101112131;2;http://www.timhotel.com/en/our-hotels-details/11-timhotel-place-d-italie-butte-aux-cailles.htm;60;true
Villa Royale;a Hotel in Paris,Île-de-France,France.;-21;2 Rue Duperre; +33 1 55 31 78 78;4;http://www.villa-royale.com;100;true
Hotel Astruc Elysees;a Hotel in Paris,Île-de-France,France.;-21;18 Rue Leon Jost; +33 1 46 22 60 70;3;http://www.astrucelyseesparishotel.com;81;true
Hotel De Geneve Paris;a Hotel in Paris,Île-de-France,France.;-21;36 Rue De Londres;+33 (0)1 48 74 33;3;http://www.geneve-paris-hotel.com/;81;true
Hotel de lOrchidee;a Hotel in Paris,Île-de-France,France.;-21;65 Rue De L Ouest; +33 1 43 22 70 50;3;http://www.hotelorchidee.com;81;true
Hotel Sophie Germain;a Hotel in Paris,Île-de-France,France.;-21;12 Rue Sophie Germain; +33 1 43 20 82 89;3;http://www.hotelsophiegermain.com;81;true
Noveau Paris Park Hotel;a Hotel in Paris,Île-de-France,France.;-21;4 Rue Hassard 19 Buttes-Chaumont; +33 1 42 06 67 67;3;http://nouveauparisparkhotel.com;81;true
Timhotel Paris Clichy;a Hotel in Clichy,Île-de-France,France.;-21;14 Rue Dagobert;8825397126471;3;http://www.timhotel.com/en/home.htm;81;true
Belgrand Hotel;a Hotel in Paris,Île-de-France,France.;-21;60 Rue Belgrand;;2;http://hipotel-paris-belgrand.h-rsv.com/;61;true
Comfort Hotel Gare De Lest Paris;a Hotel in Paris,Île-de-France,France.;-21;31 Boulevard De Strasbourg;(33) 1 47 70 2500;2;http://www.comfortinn.com/hotel-paris-france-FR295;61;true
Hotel Des Arts Paris;a Hotel in Paris,Île-de-France,France.;-21;8 Rue Coypel;;2;http://bonjourparis.com/;61;true
Hotel Little Regina;a Hotel in Paris,Île-de-France,France.;-21;89 Boulevard De Strasbourg; +33 1 40 37 72 30;2;http://www.paris-hotel-little-regina.com;61;true
Iliade Paris 18;a Hotel in Paris,Île-de-France,France.;-21;51 Rue Letort;;2;http://www.hotel-iliade-paris.com/;61;true
Novotel Paris La Defense;a Hotel in Paris,Île-de-France,France.;-21;2 Boulevard De Neuilly; +33 1 41 45 23 23;4;http://www.grandearche.com;102;true
Hotel Saint Pierre;a Hotel in Paris,Île-de-France,France.;-21;4 rue Ecole de Medecine,; +33 1 46 34 78 80;3.5;http://www.saintpierre-hotel.com;92;true
Hotel Helvetia;a Hotel in Paris,Île-de-France,France.;-21;28 bis boulevard Diderot,; +33 1 43 43 25 19;3.5;http://www.helvetia-paris-hotel.com;92;true
Hotel de la Herse dOr;a Hotel in Paris,Île-de-France,France.;-21;20 Rue Saint-Antoine,; +33 1 48 87 84 09;3.5;http://www.hotel-herse-dor.com;92;true
Abotel Garden Opera;a Hotel in Paris,Île-de-France,France.;-21;65 Rue Du Chateau D Eau; +33 1 47 70 07 41;3;http://www.gardenopera.com;82;true
All Seasons Paris Lafayette Opera;a Hotel in Paris,Île-de-France,France.;-21;3/5 Rue De Trevise;01-10096;3;http://www.all-seasons-hotels.com/gb/home/index.shtml;82;true
Apogia Paris;a Hotel in Ivry-sur-Seine,Île-de-France,France.;-21;14 Boulevard Paul Vaillant Couturier;02045710270;3;http://www.apogia-hotel-paris.com/;82;true
Grand Hotel de Turin;a Hotel in Paris,Île-de-France,France.;-21;6 Rue Victor Masse; +33 1 42 80 61 50;3;http://www.hoteldeturin.com;82;true
Hi Matic Hotel Paris;a Hotel in Paris,Île-de-France,France.;-21;71 Rue De Charonne;;3;http://www.hi-hotel.net/fr;82;true
Hotel Eiffel Segur;a Hotel in Paris,Île-de-France,France.;-21;34 Boulevard Garibaldi; +33 1 47 34 30 82;3;http://paris-hotel-eiffel-segur.com;82;true
Hotel Kleber;a Hotel in Paris,Île-de-France,France.;-21;7 Rue De Belloy;+33 (1) 47 23 80 2;3;http://www.kleberhotel.com/htgb/0004.htm;82;true
Residence International;a Apartment in Paris,Île-de-France,France.;-21;44 Rue Louis Lumière 20 Ménilmontant;;3;http://www.international-recollets-paris.org/inscription/accueil.php?lng=en;82;true
Hotel Campanile;a Hotel in Paris,Île-de-France,France.;-21;32, rue Luis Blanc,; +33 1 64 05 76 53;3.0;http://www.campanile-brie-comte-robert.fr;82;true
Campanile Paris XV - Tour Eiffel;a Hotel in Paris,Île-de-France,France.;-21;30 Rue Saint Charles;;2;http://www.campanile.com/en/default.aspx;62;true
Hotel Amadeus Paris;a Hotel in Paris,Île-de-France,France.;-21;39 Rue Claude Tillier;(33) 1 45 54 35 63;2;http://www.amadeus-hotel-paris.com/;62;true
Hotel Bonne Nouvelle;a Hotel in Paris,Île-de-France,France.;-21;17 Rue Beauregard; +33 1 45 08 42 42;2;http://www.hotel-bonne-nouvelle.com;62;true
Hotel F1 Paris Porte de Montmartre;a Hotel in Paris,Île-de-France,France.;-21;29 Rue du Docteur Babinski;0892-685-685;2;http://www.hotelf1.com/gb/hotel-2539-formule-1-hotelf1-paris-porte-de-montmartre/index.shtml;62;true
Hotel Ibis Kemayoran Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jl Bungur Besar Raya 79-81;	1-800-515-5679;3;http://www.ibishotel.com/gb/hotel-1671-ibis-jakarta-kemayoran/index.shtml;30;true
Hotel Mustika;a Hotel in Jakarta,Indonesia.;-4;193e Gajah mada street;;1;http://brajamustika.com/;17;true
Ibis Jakarta Mangga Dua Hotel;a Hotel in Jakarta,Indonesia.;-4;Jalan Pangeran Jayakarta 73;	1-800-515-5679;3;http://www.ibishotel.com/gb/hotel-1736-ibis-jakarta-slipi/index.shtml;34;true
The Plaza Hotel Glodok;a Hotel in Jakarta,Indonesia.;-4;Glodok Plaza Lot 3 Jl. Pinangsia Raya No. 1;;2;http://plazahotelglodok.com/;26;true
Putri Duyung Ancol;a Hotel in Jakarta,Indonesia.;-4;Taman Impian Jaya Ancol Jl. Lodan Timur No. 7;44548790;3;http://putriduyung-ancol.com/;37;true
Mega Matra Hotel;a Hotel in Jakarta,Indonesia.;-4;Jl. Matraman Raya No. 115;021 9777 4848;2;http://megamatra.hargahotel.com/;28;true
Bangka Bed and Breakfast;a Bed and Breakfast in Jakarta,Indonesia.;-4;Jl. Bangka XI A no. 26 Kemang;;3;http://bangka-bnb.com/;38;true
The Kchrysant Hotel;a Hotel in Jakarta,Indonesia.;-4;Jl. Daan Mogot No.63;+62 21 5660229;2;http://www.kchrysant.com/;30;true
Ibis Slipi;a Hotel in Jakarta,Indonesia.;-4;Jalan Letjen S Parman Kav 59;	1-800-515-5679;3;http://www.ibishotel.com/gb/hotel-1736-ibis-jakarta-slipi/index.shtml;41;true
Ibis Tamarin;a Hotel in Jakarta,Indonesia.;-4;Jl. KH Wahid Hasyim 77 Jakarta Pusat;	1-800-515-5679;3;http://www.ibishotel.com/gb/hotel-1867-ibis-jakarta-tamarin/index.shtml;41;true
Hotel Mega Anggrek;a Hotel in Jakarta,Indonesia.;-4;Jalan Arjuna Selatan No 4 Kemanggisan;;3;http://www.megaanggrekhotel.com/;42;true
Oasis Amir Hotel Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Senen Raya;;4;http://oasisamirhotel.com/;53;true
MyHotel;a Hotel in Jakarta,Indonesia.;-4;Jalan Hayam Wuruk No. 127 A;14480705335;3;http://www.myhotels.com/;43;true
FLAT06. Minimalist Residence;a Apartment in Jakarta,Indonesia.;-4;Jalan Haji Abdul Majid No 6 Cipete Utara Kebayoran Baru Fatmawati Selatan;;2;http://www.theflat06.com;33;true
Rasuna Icon;a Hotel in Jakarta,Indonesia.;-4;Jalan Karet Pedurenan No. 3;(021) 520 1642;3;http://www.rasunaiconresidence.com/index.php/sites/room/2;44;true
Orchardz Hotel;a Hotel in Jakarta,Indonesia.;-4;Jl. Industri Raya No. 8 Gunung Sahari;;3;http://pontianak.orchardzhotel.com/;46;true
Takes Mansion;a Hotel in Jakarta,Indonesia.;-4;Jl.Taman Kebon Sirih 1 No 3;021 - 718 19 66;3;http://takesmansion.com/;46;true
Hotel Jatra;a Hotel in Jakarta,Indonesia.;-4;Jalan Bandengan Selatan No. 20;+62 761 850888;2;http://www.jatrahotelpekanbaru.com/;35;true
Hotel Sentral Jakarta;a Hotel in Jakarta,Indonesia.;-4;Pramuka Raya kav 63 - 64 Jakarta pusat;;3;http://www.jakartahotels.com/;47;true
Triniti Hotel;a Hotel in Jakarta,Indonesia.;-4;Jalan Pembangunan 3 No.4 Pusat;;3;http://www.triniti.co.tz/;47;true
Novotel Jakarta Mangga Dua Square;a Hotel in Jakarta,Indonesia.;-4;Jalan Gunung Sahari Raya No 1;(+62)2162312800;4;http://www.novotel.com/gb/hotel-5704-novotel-jakarta-mangga-dua-square/room.shtml;60;true
Mercure Convention Center Ancol Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Pantai Indah;1 800 221 4542;4;http://www.mercure.com/gb/hotel-5473-mercure-convention-centre-ancol/index.shtml;61;true
Amos Cozy Hotel;a Hotel in Jakarta,Indonesia.;-4;Jl. Melawai Raya No. 83-85;;4;http://amoscozy.com/;63;true
Pullman Jakarta Central Park;a Hotel in Jakarta,Indonesia.;-4;Central Park Podomoro City;;5;http://www.pullmanjakartacentralpark.com/;77;true
Redtop Hotel Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Pecenongan 72;;5;http://www.redtophotel.com/;77;true
Royal Regal Hotel Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Mangga Besar VIII No 25-27;;2;http://royalregalhotel.com/jkt/;39;true
Prasada Mansion;a Hotel in Jakarta,Indonesia.;-4;JL. Komando Raya No.6 Setiabudi;+62 21 529 20 299;3;http://prasadamansion.com/;53;true
Hotel Menara Peninsula;a Hotel in Jakarta,Indonesia.;-4;Jl. Let. Jend. S. Parman 78 Slipi;+62 21 522 5090;4;http://sintesapeninsulahotel.com/;68;true
Travellers Hotel Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jl. Pangeran Jayakarta No. 70;;3;http://www.jakartahotels.com/;55;true
Hotel Sofyan Tebet;a Hotel in Jakarta,Indonesia.;-4;Jl. Dr. Seopomo S.H;;2;http://www.sofyanhotel.com/;42;true
Sheraton Media Hotel And Towers;a Hotel in Jakarta,Indonesia.;-4;Jl. Gunung Sahari 3;877-242-2558;5;http://www.sheratonchicago.com/;84;true
Sunlake Hotel;a Hotel in Jakarta,Indonesia.;-4;Jl. Danau Permai Raya C1 Sunter;;4;http://www.sunlakehotel.com.cn/;73;true
The Jayakarta Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jl. Hayam Wuruk 126;()+86400000;4;http://jakarta.jayakartahotelsresorts.com/;73;true
Amaris Hotel Mangga Besar;a Hotel in Jakarta,Indonesia.;-4;Jl. Mangga Besar Raya No.7-11;;2;http://www.amarishotel.com/amaris-manggabesar/;44;true
Amaris Hotel Mangga Dua Square;a Hotel in Jakarta,Indonesia.;-4;JJl. Gunung Sahari No.1;;2;http://www.amarishotel.com/amaris-manggadua/;44;true
Amaris Hotel Thamrin City;a Hotel in Jakarta,Indonesia.;-4;Gedung Thamrin City Lt. 6 Blok HT No. 1 Jalan Thamrin Boulevard;;2;http://www.amarishotel.com/amaris-thamrincity/;44;true
Aryaduta Hotel Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jl. Prapatan No. 44 - 48;+62 21 2352 1234;5;http://aryaduta.com/hotels_home_jakarta.php;92;true
The Park Lane Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Casablanca Kav 18;(62-21) 828 2000;5;http://www.parklanejakarta.com/;93;true
Kartika Chandra Hotel;a Hotel in Jakarta,Indonesia.;-4;Jalan Gatot Subroto Kav 18-20;123401234;4;http://www.kartikachandra.com/;79;true
Sparks Hotel Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Mangga Besar Raya 42;153-1-43-24;3;http://sparks-hotel.com/;65;true
Le Grandeur Mangga Dua;a Hotel in Jakarta,Indonesia.;-4;Jalan Mangga Dua Raya;(62-21) 612 8811;5;http://www.legrandeurhotels.com/;99;true
Hotel Santika Premiere Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Aipda KS Tubun No. 7;;4;http://www.santika.com/;85;true
Alila Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jl Pecenongan Kav 7-17;+62 21 231 6008;4;http://www.alilahotels.com/;86;true
Hotel Atlet Century Park;a Hotel in Jakarta,Indonesia.;-4;Jl Pintu Satu Senayan;+62 (21) 571-2041;4;http://atletcentury.com/contents/;87;true
Swiss-Belhotel Mangga Besar;a Hotel in Jakarta,Indonesia.;-4;Jl. Kartini Raya 57;+(62-21) 6393 888;4;http://www.swiss-belhotel.com/Indonesia/Jakarta/jakarta;88;true
Hotel Aryaduta Semanggi;a Hotel in Jakarta,Indonesia.;-4;Jalan Garnisun Dalam 8 Karet Semanggi;+62 21 251 5151;5;http://aryaduta.com/;108;true
Studio One Residence;a Hotel in Jakarta,Indonesia.;-4;Jalan Talang Betutu No 15;;1;http://www.studio-one.co.id/;36;true
Somerset Grand Citra;a Apartment in Jakarta,Indonesia.;-4;Jl Prof. Dr. Satrio Kav. 1 Kuningan;(62-21) 2995 6888;4;http://www.somerset.com/indonesia/jakarta/somerset_grand_citra.html;91;true
Aston Rasuna;a Hotel in Jakarta,Indonesia.;-4;Taman Rasuna Apartment Complex jalan H R Rasuna Said;0-800-183-1000 (;4;http://www.aston-international.com/ourhotels_overview.php?id=MTQ=;94;true
Arion Swiss-Belhotel Kemang Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Kemang Raya 7;;4;http://www.swiss-belhotel.com/en/;95;true
Millennium Hotel Sirih Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jl H Fachrudin 3;;4;http://www.millenniumhotels.com/id/millenniumjakarta/index.html;95;true
Aston at Kuningan Suites;a Hotel in Jakarta,Indonesia.;-4;Jalan Setiabudi Utara;2077749-1;4;http://www.aston-international.com/ourhotels_overview.php?id=NDA=;99;true
Hotel Ciputra Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Letnan Jenderal S. Parman;(16308900;4;http://www.ciputra.com/hotel.html;99;true
Hotel Gran Mahakam Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jl. Mahakam No. 6 Blok M;;5;http://www.granmahakam.com/;119;true
Le Meridien Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Jenderal Sudirman Kav 18 - 20;5722151 - 5722152;5;http://www.jakarta100bars.com/2009/01/fortune-jl-mas-mansyur-near-menara.html;119;true
Ascott Jakarta;a Apartment in Jakarta,Indonesia.;-4;Jalan Kebon Kacang Raya No 2;(62-21) 2995 6888;5;http://www.the-ascott.com/en/indonesia/jakarta/ascott_jakarta.html;128;true
Gran Melia Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jl. H.R. Rasuna Said Kav. X-0;;5;http://www.solmelia.com/nHoteles/jsp/C_Hotel_Description.jsp?codigoHotel=5711&idLang=en&idPrm=TRIPADV_RO&utm_source=TRIPADV&utm_medium=BL&utm_content=5711GranMeliaJakarta&utm_campaign=TRIPADV_RO;128;true
Ambhara Hotel;a Hotel in Jakarta,Indonesia.;-4;Jalan Iskandarsyah Raya No 1 Kebayoran Baru;021 9777 4848;4;http://ambhara.hargahotel.com/;110;true
Hotel Horison Bekasi;a Hotel in Bekasi,Indonesia.;-4;Jl. K.H Noer Alie Po Box 223;+622130028500;4;http://horisonbekasi.com/;112;true
Sari Pan Pacific Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan M.H. Thamrin 6;+62 21 2993 2888;4;http://www2.panpacific.com/en/Jakarta/Overview.html;120;true
Somerset Berlian Jakarta;a Apartment in Jakarta,Indonesia.;-4;Jalan Permata Berlian V Permata Hijau;;4;http://www.somerset.com/;125;true
Losari Blok M Hotel;a Hotel in Jakarta,Indonesia.;-4;Jl Panglima Polim Raya No 3;;1;http://www.losarihotels.co.id/;51;true
Four Seasons Hotel Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan H.R. Rasuna Said;1 (800) 819-5053;5;http://www.fourseasons.com/jakarta?source=tajakartablhotel;169;true
Hotel Mulia Senayan;a Hotel in Jakarta,Indonesia.;-4;Jl Asia Afrika Senayan;;5;http://www.hotelmulia.com;181;true
Mandarin Oriental Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan M.H. Thamrin Po Box 3392;;5;http://www.mandarinoriental.com/jakarta/;195;true
JW Marriott Hotel Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Lingkar Mega Kuningan Kav E1.2 No 1&2;1 402 548-3575;5;http://www.marriott.com/hotels/travel/jktjw-jw-marriott-hotel-jakarta/;196;true
Oakwood Premier Cozmo Jakarta;a Apartment in Jakarta,Indonesia.;-4;Jalan Lingkar Mega Kuningan Blok E.4.2 No. 1;313233343536373839;5;http://www.oakwoodasia.com;201;true
Kemang Icon By Alila;a Hotel in Jakarta,Indonesia.;-4;Jalan Kemang Raya 1;+62 21 719 7989;5;http://www.alilahotels.com/kemangicon;204;true
Shangri La Hotel Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Jenderal Sudirman Kav. 1;(62 21) 2922 9999;5;http://www.shangri-la.com/;210;true
The Dharmawangsa;a Hotel in Jakarta,Indonesia.;-4;Jalan Brawijaya Raya 26 Kebayoran Baru;62-21-7258181;5;http://www.the-dharmawangsa.com;264;true
Ritz-Carlton Pacific Place;a Hotel in Jakarta,Indonesia.;-4;Sudirman Commercial Business District JI. Jend.;1-1679-4843-80;5;http://www.pacificplace.co.id/;351;true
Kalorama Guest House;a Hotel in Columbia,Washington,United States of America.;-3;1854 Mintwood Place NW,Columbia,Washington,United States of America;(202) 588-8188;4.0;http://www.kaloramaguesthouse.com/reservations.php;65;true
The Churchill Hotel Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1914 Connecticut Avenue NW;202-797-2000;4;http://www.thechurchillhotel.com/;86;true
Hyatt Arlington;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1325 Wilson Boulevard; (703) 525-1234;4;http://www.arlington.hyatt.com;92;true
The Westin Arlington Gateway;a Hotel in Arlington (Virginia),Virginia,United States.;-3;801 North Glebe Road; (703) 717-6200;4;http://www.starwoodhotels.com;92;true
Hyatt Regency Bethesda;a Hotel in Bethesda,Maryland,United States.;-3;One Bethesda Metro Center (7400 Wisconsin Ave); (301) 657-1234;4;http://bethesda.hyatt.com;95;true
Sheraton National Hotel;a Hotel in Arlington (Virginia),Virginia,United States.;-3;900 South Orme Street; (703) 521-1900;3;http://www.sheratonnational.com;78;true
Omni Shoreham Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2500 Calvert Street NW (at Connecticut Ave.); (202) 234-0700;4;http://www.omnihotels.com;101;true
The River Inn;a Hotel in Washington D.C.,District of Columbia,United States.;-3;924 25th Street Northwest; (202) 337-7600;4;http://www.theriverinn.com;101;true
Hampton Inn Alexandria;a Hotel in Alexandria (Virginia),Virginia,United States.;-3;4800 Leesburg Pike;(703) 329-1400;3;http://hamptoninn1.hilton.com/en_US/hp/index.do;82;true
Hilton Alexandria Mark Center;a Hotel in Alexandria (Virginia),Virginia,United States.;-3;5000 Seminary Road; (703) 845-7684;3;http://www.hilton.com;84;true
